 # de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity | value # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue
#id=1
#text=Solens kærtegn har sluppet de sarte blade ud af deres skjul, og midt i det hele gemmer løfterne om kommende blomster sig.
#text=FjordstiensFrederikssund-Roskilde-etape kommer nærmest gennem min baghave (hmmm, overdrivelse fremmer forståelsen men tæt på er den i hvert fald),  og det er en cykelvej, jeg slet ikke bruger, så meget som den fortjener.
3-1	Fjordstiens	O	Fjordstiens	NP:sig#:--:----	
3-2	Frederikssund	O	Frederikssund	NW:----:--:----	
3-3	-	O	-	ZH	
3-4	Roskilde	O	Roskilde	NW:----:--:----	
3-5	-	O	-	ZH	
3-6	etape	B-noun.location	etape	NC:siuc:--:----	
3-7	kommer	B-verb.social|B-verb.communication|B-verb.act|B-verb.motion	komme	VF:----:sa:----	
3-8	nærmest	B-adj.mental	nær	AD:----:--:s---	
3-9	gennem	O	gennem	T-:----:--:----	
3-10	min	O	min	PO:s--c:--:-1ns	
3-11	baghave	B-noun.location	baghave	NC:siuc:--:----	
3-12	(	O	(	ZD	
3-13	hmmm	O	hmmm	I-:----:--:----	
3-14	,	O	,	ZD	
3-15	overdrivelse	B-noun.act|B-noun.communication	overdrivelse	NC:siuc:--:----	
3-16	fremmer	B-verb.change	fremme	VF:----:sa:----	
3-17	forståelsen	B-noun.cognition|B-noun.feeling	forståelse	NC:sduc:--:----	
3-18	men	O	men	CC:----:--:----	
3-19	tæt	B-adj.social|B-adj.all|B-adj.phys	tæt	AD:----:--:p---	
3-20	på	O	på	D-:----:--:u---	
3-21	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
3-22	den	O	den	PP:s-uc:--:-3n-	
3-23	i	O	i	T-:----:--:----	
3-24	hvert	O	hver	PI:s-un:--:----	
3-25	fald	B-noun.communication|B-noun.artifact|B-noun.cognition|B-noun.act|B-noun.location	fald	NC:siun:--:----	
3-26	)	O	)	ZD	
3-27	,	O	,	ZD	
3-28	og	O	og	CC:----:--:----	
3-29	det	O	det	PP:s-un:--:-3n-	
3-30	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
3-31	en	O	en	PI:s-uc:--:----	
3-32	cykelvej	B-noun.location	cykelvej	NC:siuc:--:----	
3-33	,	O	,	ZD	
3-34	jeg	O	jeg	PP:s-nc:--:-1n-	
3-35	slet	O	slet	D-:----:--:u---	
3-36	ikke	O	ikke	D-:----:--:u---	
3-37	bruger	B-verb.act|B-verb.communication	bruge	VF:----:sa:----	
3-38	,	O	,	ZD	
3-39	så	O	så	D-:----:--:u---	
3-40	meget	O	megen	AD:----:--:p---	
3-41	som	O	som	US:----:--:----	
3-42	den	O	den	PP:s-uc:--:-3n-	
3-43	fortjener	B-verb.phenomenon	fortjene	VF:----:sa:----	
3-44	.	O	.	ZP	

#id=4
#text=Teenageren har en vigtig aftale med DSB, som skal fragte hende til Aalborg på kæresteweekend i dagens anledning for den beskedne sum af 79 kr.
4-1	Teenageren	B-noun.person	teenager	NC:sduc:--:----	
4-2	har	B-verb.perception|B-verb.communication|B-verb.cognition|B-verb.act|B-verb.phenomenon|B-verb.TOP	have	VF:----:sa:----	
4-3	en	O	en	PI:s-uc:--:----	
4-4	vigtig	B-adj.all	vigtig	AC:siuc:--:p---	
4-5	aftale	B-noun.act|B-noun.motive	aftale	NC:siuc:--:----	
4-6	med	O	med	T-:----:--:----	
4-7	DSB	O	DSB	NP:siu#:--:----	
4-8	,	O	,	ZD	
4-9	som	O	som	US:----:--:----	
4-10	skal	B-verb.motion|B-verb.phenomenon	skulle	VF:----:sa:----	
4-11	fragte	B-verb.motion	fragte	--:-a:----	
4-12	hende	O	hun	PP:s-uc:--:-3n-	
4-13	til	O	til	T-:----:--:----	
4-14	Aalborg	O	Aalborg	NP:siu#:--:----	
4-15	på	O	på	T-:----:--:----	
4-16	kæresteweekend	O	kæresteweekend	NC:siuc:--:----	
4-17	i	O	i	T-:----:--:----	
4-18	dagens	B-noun.time	dag	NC:sdgc:--:----	
4-19	anledning	B-noun.act|B-noun.motive|B-noun.TOP	anledning	NC:siuc:--:----	
4-20	for	O	for	T-:----:--:----	
4-21	den	O	den	PM:s-uc:--:----	
4-22	beskedne	B-adj.phys	beskeden	AC:sdu#:--:p---	
4-23	sum	B-noun.quantity	sum	NC:siuc:--:----	
4-24	af	O	af	T-:----:--:----	
4-25	79	O	79	LC:--u-:--:----	
4-26	kr	O	one	NC:piu#:--:----	
4-27	.	O	.	ZP	

#id=5
#text=Detteindlæg blev udgivet den tirsdag, 21. september 2010 kl. 10:14 og er gemt i Min have.Du kan følge alle svar til dette indlæg via RSS 2.0-feedet.
5-1	Dette	O	denne	PM:s-un:--:----	
5-2	indlæg	B-noun.act|B-noun.artifact|B-noun.communication	indlæg	NC:siun:--:----	
5-3	blev	B-verb.TOP|B-verb.act|B-verb.stative	blive	VF:----:ta:----	
5-4	udgivet	B-verb.communication	udgive	VT:siu#:t-:----	
5-5	den	O	den	PM:s-uc:--:----	
5-6	tirsdag	B-noun.time	tirsdag	NC:siuc:--:----	
5-7	,	O	,	ZD	
5-8	21	O	21	LC:--u-:--:----	
5-9	.	O	.	ZP	
5-10	september	B-noun.time	september	NC:siuc:--:----	
5-11	2010	O	2010	LC:--u-:--:----	
5-12	kl	O	kl	XS:----:--:----	
5-13	.	O	.	ZP	
5-14	10	O	10	LC:--u-:--:----	
5-15	:	O	:	ZP	
5-16	14	O	14	LC:--u-:--:----	
5-17	og	O	og	CC:----:--:----	
5-18	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
5-19	gemt	B-verb.motion	gemme	VT:siu#:t-:----	
5-20	i	O	i	T-:----:--:----	
5-21	Min	O	min	PO:s--c:--:-1ns	
5-22	have	B-noun.location|B-noun.quantity	have	NC:siuc:--:----	
5-23	.	O	.	ZP	
5-24	Du	O	du	PP:s-nc:--:-2n-	
5-25	kan	B-verb.social	kunne	VF:----:sa:----	
5-26	følge	B-verb.motion	følge	VI:----:-a:----	
5-27	alle	O	al	PI:p-u#:--:----	
5-28	svar	B-noun.communication|B-noun.person|B-noun.act|B-noun.cognition	svar	NC:piu#:--:----	
5-29	til	O	til	T-:----:--:----	
5-30	dette	O	denne	PM:s-un:--:----	
5-31	indlæg	B-noun.act|B-noun.artifact|B-noun.communication	indlæg	NC:siun:--:----	
5-32	via	O	via	T-:----:--:----	
5-33	RSS	O	rss	XS:----:--:----	
5-34	2	O	2	LC:--u-:--:----	
5-35	.	O	.	ZP	
5-36	0	O	0	LC:--u-:--:----	
5-37	-	O	-	ZH	
5-38	feedet	O	feed	NC:sdun:--:----	
5-39	.	O	.	ZP	

#id=6
#text=Det dér med hænderne i skødet er jeg jo ikke så god til .
6-1	Det	O	det	PP:s-un:--:-3n-	
6-2	dér	O	der	D-:----:--:u---	
6-3	med	O	med	T-:----:--:----	
6-4	hænderne	B-noun.act|B-noun.communication|B-noun.location|B-noun.body	hånd	NC:pdu#:--:----	
6-5	i	O	i	T-:----:--:----	
6-6	skødet	B-noun.body|B-noun.artifact|B-noun.location|B-noun.communication	skød	NC:sdun:--:----	
6-7	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
6-8	jeg	O	jeg	PP:s-nc:--:-1n-	
6-9	jo	O	jo	D-:----:--:u---	
6-10	ikke	O	ikke	D-:----:--:u---	
6-11	så	O	så	D-:----:--:u---	
6-12	god	B-adj.all	god	AC:siuc:--:p---	
6-13	til	O	til	T-:----:--:----	
6-14	.	O	.	ZP	

#id=7
#text=ogoven på mine skærmbriller havde jeg et par plastikbriller med et rødt og et blåt glas i.
7-1	og	O	og	CC:----:--:----	
7-2	oven	O	oven	D-:----:--:u---	
7-3	på	O	på	T-:----:--:----	
7-4	mine	O	min	PO:p--#:--:-1ns	
7-5	skærmbriller	O	skærmbrille	NC:piu#:--:----	
7-6	havde	B-verb.perception|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.cognition|B-verb.TOP	have	VF:----:ta:----	
7-7	jeg	O	jeg	PP:s-nc:--:-1n-	
7-8	et	O	en	PI:s-un:--:----	
7-9	par	B-noun.quantity|B-noun.TOP|B-noun.person|B-noun.group	par	NC:siun:--:----	
7-10	plastikbriller	O	plastikbrille	NC:piu#:--:----	
7-11	med	O	med	T-:----:--:----	
7-12	et	O	en	PI:s-un:--:----	
7-13	rødt	O	rød	AC:siun:--:p---	
7-14	og	O	og	CC:----:--:----	
7-15	et	O	en	PI:s-un:--:----	
7-16	blåt	O	blå	AC:siun:--:p---	
7-17	glas	B-noun.quantity|B-noun.container|B-noun.artifact	glas	NC:siun:--:----	
7-18	i	O	i	T-:----:--:----	
7-19	.	O	.	ZP	

#id=8
#text=Jeghar en del bolde i luften nu.
8-1	Jeg	O	jeg	PP:s-nc:--:-1n-	
8-2	har	B-verb.perception|B-verb.communication|B-verb.cognition|B-verb.act|B-verb.phenomenon|B-verb.TOP	have	VF:----:sa:----	
8-3	en	O	en	PI:s-uc:--:----	
8-4	del	B-noun.communication|B-noun.quantity|B-noun.artifact|B-noun.object|B-noun.TOP	del	NC:siuc:--:----	
8-5	bolde	O	bold	AC:p#u#:--:p---	
8-6	i	O	i	T-:----:--:----	
8-7	luften	B-noun.quantity|B-noun.location	luft	NC:sduc:--:----	
8-8	nu	O	nu	D-:----:--:u---	
8-9	.	O	.	ZP	

#id=9
#text=Er rigtig spændt på at se, om danskerne har protesteret kraftigt nok mod regeringens ensidige propaganda for at ændre tronfølgeloven!
9-1	Er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
9-2	rigtig	B-adj.phys	rigtig	AD:----:--:p---	
9-3	spændt	B-adj.all	spændt	AC:siu§:--:p---	
9-4	på	O	på	T-:----:--:----	
9-5	at	O	at	UI:----:--:----	
9-6	se	B-verb.motion|B-verb.cognition|B-verb.communication|B-verb.act|B-verb.change|B-verb.social|B-verb.emotion|B-verb.phenomenon	se	VI:----:-a:----	
9-7	,	O	,	ZD	
9-8	om	O	om	CS:----:--:----	
9-9	danskerne	B-noun.person	dansker	NC:pdu#:--:----	
9-10	har	B-verb.perception|B-verb.cognition|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.TOP	have	VF:----:sa:----	
9-11	protesteret	B-verb.communication	protestere	VT:siu#:t-:----	
9-12	kraftigt	B-adj.phys|B-adj.all	kraftig	AD:----:--:p---	
9-13	nok	O	nok	D-:----:--:u---	
9-14	mod	O	mod	T-:----:--:----	
9-15	regeringens	B-noun.person	regering	NC:sdgc:--:----	
9-16	ensidige	O	ensidig	AC:sdu#:--:p---	
9-17	propaganda	B-noun.cognition	propaganda	NC:siuc:--:----	
9-18	for	O	for	T-:----:--:----	
9-19	at	O	at	UI:----:--:----	
9-20	ændre	B-verb.change|B-verb.act	ændre	VI:----:-a:----	
9-21	tronfølgeloven	B-noun.motive	tronfølgelov	NC:sduc:--:----	
9-22	!	O	!	ZP	

#id=10
#text=I hvert fald ikke særligt meget. 06.43 proklamerede den digitale tidsregistrator, da tissetrangen vækkede mig.
10-1	I	O	i	T-:----:--:----	
10-2	hvert	O	hver	PI:s-un:--:----	
10-3	fald	B-noun.communication|B-noun.act|B-noun.artifact|B-noun.cognition|B-noun.location	fald	NC:siun:--:----	
10-4	ikke	O	ikke	D-:----:--:u---	
10-5	særligt	B-adj.all	særlig	AD:----:--:p---	
10-6	meget	O	megen	AD:----:--:p---	
10-7	.	O	.	ZP	
10-8	06	O	06	LC:--u-:--:----	
10-9	.	O	.	ZP	
10-10	43	O	43	LC:--u-:--:----	
10-11	proklamerede	B-verb.communication	proklamere	VF:----:ta:----	
10-12	den	O	den	PM:s-uc:--:----	
10-13	digitale	B-adj.all	digital	AC:sdu#:--:p---	
10-14	tidsregistrator	O	tidsregistrator	NC:siuc:--:----	
10-15	,	O	,	ZD	
10-16	da	O	da	CS:----:--:----	
10-17	tissetrangen	B-noun.attribute	tissetrang	NC:sduc:--:----	
10-18	vækkede	B-verb.change|B-verb.emotion|B-verb.phenomenon	vække	VF:----:ta:----	
10-19	mig	O	jeg	PP:s-uc:--:-1#-	
10-20	.	O	.	ZP	

#id=11
#text=Pludseligvar den der, solsikken.
11-1	Pludselig	O	pludselig	D-:----:--:u---	
11-2	var	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:ta:----	
11-3	den	O	den	PP:s-uc:--:-3n-	
11-4	der	O	der	D-:----:--:u---	
11-5	,	O	,	ZD	
11-6	solsikken	B-noun.plant	solsikke	NC:sduc:--:----	
11-7	.	O	.	ZP	

#id=12
#text=Jeg er  altså ikke færdig med den her sommer endnu.
12-1	Jeg	O	jeg	PP:s-nc:--:-1n-	
12-2	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
12-3	altså	O	altså	D-:----:--:u---	
12-4	ikke	O	ikke	D-:----:--:u---	
12-5	færdig	B-adj.phys|B-adj.all	færdig	AD:----:--:p---	
12-6	med	O	med	T-:----:--:----	
12-7	den	O	den	PP:s-uc:--:-3n-	
12-8	her	O	her	D-:----:--:u---	
12-9	sommer	B-noun.time	sommer	NC:siuc:--:----	
12-10	endnu	O	endnu	D-:----:--:u---	
12-11	.	O	.	ZP	

#id=13
#text=Please!
13-1	Please	O	Please	NP:siu#:--:----	
13-2	!	O	!	ZP	

#id=14
#text=Såsådan gik det til, at vi fik tjekket, at fjorden nu er totalt isfri.
14-1	Så	O	så	D-:----:--:u---	
14-2	sådan	O	sådan	D-:----:--:u---	
14-3	gik	B-verb.change|B-verb.motion|B-verb.act|B-verb.stative	gå	VF:----:ta:----	
14-4	det	O	det	PP:s-un:--:-3n-	
14-5	til	O	til	T-:----:--:----	
14-6	,	O	,	ZD	
14-7	at	O	at	CS:----:--:----	
14-8	vi	O	vi	PP:p-nc:--:-1n-	
14-9	fik	B-verb.change|B-verb.phenomenon|B-verb.act|B-verb.possession	få	VF:----:ta:----	
14-10	tjekket	O	check	NC:sdun:--:----	
14-11	,	O	,	ZD	
14-12	at	O	at	CS:----:--:----	
14-13	fjorden	B-noun.location	fjord	NC:sduc:--:----	
14-14	nu	O	nu	D-:----:--:u---	
14-15	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
14-16	totalt	O	total	AD:----:--:p---	
14-17	isfri	O	isfri	AC:siuc:--:p---	
14-18	.	O	.	ZP	

#id=15
#text=Heller ikke, at der midt i sneudsigten er løfter om forår på vej.
15-1	Heller	O	heller	D-:----:--:u---	
15-2	ikke	O	ikke	D-:----:--:u---	
15-3	,	O	,	ZD	
15-4	at	O	at	CS:----:--:----	
15-5	der	O	der	US:----:--:----	
15-6	midt	O	midt	D-:----:--:u---	
15-7	i	O	i	T-:----:--:----	
15-8	sneudsigten	O	sneudsigt	NC:sduc:--:----	
15-9	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
15-10	løfter	B-noun.act	løfte	NC:piu#:--:----	
15-11	om	O	om	T-:----:--:----	
15-12	forår	B-noun.time	forår	NC:siun:--:----	
15-13	på	O	på	T-:----:--:----	
15-14	vej	B-noun.motive|B-noun.location|B-.quantity|B-noun.TOP	vej	NC:siuc:--:----	
15-15	.	O	.	ZP	

#id=16
#text=Tags:spam-kommentarer
16-1	Tags	B-noun.act|B-noun.feeling|B-noun.artifact	tag	NC:piu#:--:----	
16-2	:	O	:	ZP	
16-3	spam	O	spam	NW:----:--:----	
16-4	-	O	-	ZH	
16-5	kommentarer	B-noun.act|B-noun.communication	kommentar	NC:piu#:--:----	

#id=17
#text=Jamenaltså.
17-1	Jamen	O	jamen	CC:----:--:----	
17-2	altså	O	altså	D-:----:--:u---	
17-3	.	O	.	ZP	

#id=18
#text=Du kan skrive en kommentar, eller sende et trackback fra dit eget site.
18-1	Du	O	du	PP:s-nc:--:-2n-	
18-2	kan	B-verb.social	kunne	VF:----:sa:----	
18-3	skrive	B-verb.creation|B-verb.communication	skrive	VI:----:-a:----	
18-4	en	O	en	PI:s-uc:--:----	
18-5	kommentar	B-noun.act|B-noun.communication	kommentar	NC:siuc:--:----	
18-6	,	O	,	ZD	
18-7	eller	O	eller	CC:----:--:----	
18-8	sende	B-verb.phenomenon|B-verb.communication|B-verb.act	sende	VI:----:-a:----	
18-9	et	O	en	PI:s-un:--:----	
18-10	trackback	O	trackback	NC:siun:--:----	
18-11	fra	O	fra	T-:----:--:----	
18-12	dit	O	din	PO:s--n:--:-2ns	
18-13	eget	O	egen	AC:siun:--:p---	
18-14	site	B-noun.communication	site	NC:siu#:--:----	
18-15	.	O	.	ZP	

#id=19
#text=Men vi har en klar holdning til, at vi helst vil undgå det.
19-1	Men	O	men	CC:----:--:----	
19-2	vi	O	vi	PP:p-nc:--:-1n-	
19-3	har	B-verb.perception|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.cognition|B-verb.TOP	have	VF:----:sa:----	
19-4	en	O	en	PI:s-uc:--:----	
19-5	klar	B-adj.all|B-adj.phys|B-adj.mental	klar	AC:siuc:--:p---	
19-6	holdning	B-noun.cognition|B-noun.phenomenon	holdning	NC:siuc:--:----	
19-7	til	O	til	T-:----:--:----	
19-8	,	O	,	ZD	
19-9	at	O	at	CS:----:--:----	
19-10	vi	O	vi	PP:p-nc:--:-1n-	
19-11	helst	O	helst	D-:----:--:u---	
19-12	vil	B-verb.cognition	ville	VF:----:sa:----	
19-13	undgå	B-verb.social|B-verb.act|B-verb.phenomenon	undgå	VI:----:-a:----	
19-14	det	O	det	PP:s-un:--:-3n-	
19-15	.	O	.	ZP	

#id=20
#text=Det er i hvert fald lige før, jeg får en mistanke om det.
20-1	Det	O	det	PP:s-un:--:-3n-	
20-2	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
20-3	i	O	i	T-:----:--:----	
20-4	hvert	O	hver	PI:s-un:--:----	
20-5	fald	B-noun.communication|B-noun.artifact|B-noun.cognition|B-noun.act|B-noun.location	fald	NC:siun:--:----	
20-6	lige	O	lige	D-:----:--:u---	
20-7	før	O	før	D-:----:--:u---	
20-8	,	O	,	ZD	
20-9	jeg	O	jeg	PP:s-nc:--:-1n-	
20-10	får	B-verb.change|B-verb.act|B-verb.phenomenon|B-verb.possession	få	VF:----:sa:----	
20-11	en	O	en	PI:s-uc:--:----	
20-12	mistanke	B-noun.feeling	mistanke	NC:siuc:--:----	
20-13	om	O	om	T-:----:--:----	
20-14	det	O	det	PP:s-un:--:-3n-	
20-15	.	O	.	ZP	

#id=21
#text=Cykelturenop til kiropraktoren i morges gjorde mig godt våd og brilleudsynet så  blakket, at det var vanskeligt at navigere mellem isknoldene.
21-1	Cykelturen	B-noun.time|B-noun.act	cykeltur	NC:sduc:--:----	
21-2	op	O	op	D-:----:--:u---	
21-3	til	O	til	T-:----:--:----	
21-4	kiropraktoren	B-noun.communication|B-noun.person	kiropraktor	NC:sduc:--:----	
21-5	i	O	i	T-:----:--:----	
21-6	morges	B-noun.time	morgen	NC:sifc:--:----	
21-7	gjorde	B-verb.change|B-verb.act|B-verb.phenomenon|B-verb.creation	gøre	VF:----:ta:----	
21-8	mig	O	jeg	PP:s-uc:--:-1#-	
21-9	godt	B-adj.all	god	AD:----:--:p---	
21-10	våd	B-adj.phys|B-adj.all	våd	AC:siuc:--:p---	
21-11	og	O	og	CC:----:--:----	
21-12	brilleudsynet	O	brilleudsyn	NC:sdun:--:----	
21-13	så	O	så	D-:----:--:u---	
21-14	blakket	O	blakket	AD:----:--:p---	
21-15	,	O	,	ZD	
21-16	at	O	at	CS:----:--:----	
21-17	det	O	det	PP:s-un:--:-3n-	
21-18	var	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:ta:----	
21-19	vanskeligt	B-adj.social|B-adj.all	vanskelig	AC:siun:--:p---	
21-20	at	O	at	UI:----:--:----	
21-21	navigere	B-verb.motion	navigere	VI:----:-a:----	
21-22	mellem	O	mellem	T-:----:--:----	
21-23	isknoldene	O	isknold	NC:pdu#:--:----	
21-24	.	O	.	ZP	

#id=22
#text=President & co. genererer!).
22-1	President	O	President	NP:siu#:--:----	
22-2	&	O	&	CC:----:--:----	
22-3	co	O	co	XY:----:--:----	
22-4	.	O	.	ZP	
22-5	genererer	B-verb.creation	generere	VF:----:sa:----	
22-6	!	O	!	ZP	
22-7	)	O	)	ZD	
22-8	.	O	.	ZP	

#id=23
#text=Du kan skrive en kommentar, eller sende et trackback fra dit eget site.
23-1	Du	O	du	PP:s-nc:--:-2n-	
23-2	kan	B-verb.social	kunne	VF:----:sa:----	
23-3	skrive	B-verb.creation|B-verb.communication	skrive	VI:----:-a:----	
23-4	en	O	en	PI:s-uc:--:----	
23-5	kommentar	B-noun.act|B-noun.communication	kommentar	NC:siuc:--:----	
23-6	,	O	,	ZD	
23-7	eller	O	eller	CC:----:--:----	
23-8	sende	B-verb.phenomenon|B-verb.communication|B-verb.act	sende	VI:----:-a:----	
23-9	et	O	en	PI:s-un:--:----	
23-10	trackback	O	trackback	NC:siun:--:----	
23-11	fra	O	fra	T-:----:--:----	
23-12	dit	O	din	PO:s--n:--:-2ns	
23-13	eget	O	egen	AC:siun:--:p---	
23-14	site	B-noun.communication	site	NC:siu#:--:----	
23-15	.	O	.	ZP	

#id=24
#text=Godweekend, alle sammen!
24-1	God	B-adj.all	god	AC:siuc:--:p---	
24-2	weekend	B-noun.time	weekend	NC:siuc:--:----	
24-3	,	O	,	ZD	
24-4	alle	O	al	PI:p-u#:--:----	
24-5	sammen	O	sammen	D-:----:--:u---	
24-6	!	O	!	ZP	

#id=25
#text=Trodspositive tanker en masse gror bunkerne dagligt, mens hylde-, skabs- og skuffeindhold skrumper, og mit savn vokser.
25-1	Trods	O	trods	T-:----:--:----	
25-2	positive	B-adj.phys|B-adj.all	positiv	AC:p#u#:--:p---	
25-3	tanker	B-noun.cognition|B-noun.vehicle|B-noun.artifact	tanke	NC:piu#:--:----	
25-4	en	O	en	PI:s-uc:--:----	
25-5	masse	B-noun.quantity|B-noun.substance	masse	NC:siuc:--:----	
25-6	gror	B-verb.phenomenon	gro	VF:----:sa:----	
25-7	bunkerne	B-noun.building|B-noun.location|B-noun.plant|B-noun.group|B-noun.quantity	bunke	NC:pdu#:--:----	
25-8	dagligt	B-adj.time	daglig	AD:----:--:p---	
25-9	,	O	,	ZD	
25-10	mens	O	mens	CS:----:--:----	
25-11	hylde	B-noun.artifact	hylde	NW:----:--:----	
25-12	-	O	-	ZH	
25-13	,	O	,	ZD	
25-14	skabs	B-noun.artifact	skab	NW:----:--:----	
25-15	-	O	-	ZH	
25-16	og	O	og	CC:----:--:----	
25-17	skuffeindhold	O	skuffeindhold	NC:siun:--:----	
25-18	skrumper	B-verb.phenomenon	skrumpe	VF:----:sa:----	
25-19	,	O	,	ZD	
25-20	og	O	og	CC:----:--:----	
25-21	mit	O	mit	XF:----:--:----	
25-22	savn	B-noun.feeling	savn	NC:siun:--:----	
25-23	vokser	B-noun.artifact	voks	NC:piu#:--:----	
25-24	.	O	.	ZP	

#id=26
#text=Derligger et stykke papir på mit skrivebord.
26-1	Der	O	der	US:----:--:----	
26-2	ligger	B-verb.stative|B-verb.act|B-verb.motion	ligge	VF:----:sa:----	
26-3	et	O	en	PI:s-un:--:----	
26-4	stykke	B-noun.communication|B-noun.artifact|B-noun.person|B-noun.quantity|B-noun.time|B-noun.food	stykke	NC:siun:--:----	
26-5	papir	B-noun.communication|B-noun.person|B-noun.artifact	papir	NC:siun:--:----	
26-6	på	O	på	T-:----:--:----	
26-7	mit	O	min	PO:s--n:--:-1ns	
26-8	skrivebord	B-noun.artifact	skrivebord	NC:siun:--:----	
26-9	.	O	.	ZP	

#id=27
#text=For det er dagen for det længe ventede Kunst og kage-blogtræf.
27-1	For	O	for	CC:----:--:----	
27-2	det	O	det	PP:s-un:--:-3n-	
27-3	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
27-4	dagen	B-noun.time	dag	NC:sduc:--:----	
27-5	for	O	for	T-:----:--:----	
27-6	det	O	det	PP:s-un:--:-3n-	
27-7	længe	O	længe	D-:----:--:u---	
27-8	ventede	B-verb.stative	vente	VF:----:ta:----	
27-9	Kunst	B-noun.domain|B-noun.feeling|B-noun.artifact|B-noun.act	kunst	NC:siuc:--:----	
27-10	og	O	og	CC:----:--:----	
27-11	kage	B-noun.artifact|B-noun.food|B-noun.substance	kag	NC:piu#:--:----	
27-12	-	O	-	ZH	
27-13	blogtræf	O	blogtræf	NC:siun:--:----	
27-14	.	O	.	ZP	

#id=28
#text=Det er nemlig også ganske vist, at jeg er republikaner.
28-1	Det	O	det	PP:s-un:--:-3n-	
28-2	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
28-3	nemlig	O	nemlig	D-:----:--:u---	
28-4	også	O	også	D-:----:--:u---	
28-5	ganske	O	ganske	D-:----:--:u---	
28-6	vist	B-verb.social|B-verb.communication	vise	VT:siu#:t-:----	
