 # de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity | value # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue
#id=1
#text=Fordelene ved mentorordningen er, at den omfatter unge uden kompetencegivende uddannelse.
1-1	Fordelene	B-noun.attribute	fordel	NC:pdu#:--:----	
3-26	komponenter	B-noun.artifact	komponent	NC:piu#:--:----	
3-27	ved	O	ved	T-:----:--:----	
3-28	renoveringsprojekter	O	renoveringsprojekt	NC:piu#:--:----	
3-29	faktisk	B-adj.phys	faktisk	AD:----:--:p---	
3-30	også	O	også	D-:----:--:u---	
3-31	kan	B-verb.social	kunne	VF:----:sa:----	
3-32	give	B-verb.possession|B-verb.communication|B-verb.act	give	VI:----:-a:----	
3-33	et	O	en	PI:s-un:--:----	
3-34	bedre	B-adj.all	god	AC:##u#:--:c---	
3-35	indeklima	B-noun.attribute	indeklima	NC:siun:--:----	
3-36	,	O	,	ZD	
3-37	fordi	O	fordi	CS:----:--:----	
3-38	det	O	det	PP:s-un:--:-3n-	
3-39	kan	B-verb.social	kunne	VF:----:sa:----	
3-40	tætne	B-verb.change|B-verb.act	tætne	VI:----:-a:----	
3-41	for	O	for	T-:----:--:----	
3-42	noget	O	nogen	PI:s-un:--:----	
3-43	af	O	af	T-:----:--:----	
3-44	det	O	den	PM:s-un:--:----	
3-45	træk	B-noun.act|B-noun.artifact|B-noun.phenomenon|B-noun.attribute	træk	NC:siun:--:----	
3-46	,	O	,	ZD	
3-47	der	O	der	US:----:--:----	
3-48	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
3-49	i	O	i	T-:----:--:----	
3-50	mange	O	mangen	AC:p#u#:--:p---	
3-51	huse	B-noun.location|B-noun.building|B-noun.person	hus	NC:piu#:--:----	
3-52	.	O	.	ZP	

#id=4
#text=Vi kan prøve at forestille os, at hvis nu vi gør det her lovpligtigt, nemlig at have cykelhjelm på, hvad vil det så betyde?
4-1	Vi	O	vi	PP:p-nc:--:-1n-	
4-2	kan	B-verb.social	kunne	VF:----:sa:----	
4-3	prøve	B-verb.phenomenon|B-verb.act	prøve	VI:----:-a:----	
4-4	at	O	at	UI:----:--:----	
4-5	forestille	O	forestille	VI:----:-a:----	
4-6	os	O	vi	PP:p-uc:--:-1#-	
4-7	,	O	,	ZD	
4-8	at	O	at	CS:----:--:----	
4-9	hvis	O	hvis	CS:----:--:----	
4-10	nu	O	nu	D-:----:--:u---	
4-11	vi	O	vi	PP:p-nc:--:-1n-	
4-12	gør	B-verb.change|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.creation	gøre	VF:----:sa:----	
4-13	det	O	det	PP:s-un:--:-3n-	
4-14	her	O	her	D-:----:--:u---	
4-15	lovpligtigt	O	lovpligtig	AC:siun:--:p---	
4-16	,	O	,	ZD	
4-17	nemlig	O	nemlig	D-:----:--:u---	
4-18	at	O	at	UI:----:--:----	
4-19	have	B-verb.perception|B-verb.communication|B-verb.cognition|B-verb.act|B-verb.phenomenon|B-verb.TOP	have	VI:----:-a:----	
4-20	cykelhjelm	O	cykelhjelm	NC:siuc:--:----	
4-21	på	O	på	T-:----:--:----	
4-22	,	O	,	ZD	
4-23	hvad	O	hvad	PR:s-u#:--:----	
4-24	vil	B-verb.cognition	ville	VF:----:sa:----	
4-25	det	O	det	PP:s-un:--:-3n-	
4-26	så	O	så	D-:----:--:u---	
4-27	betyde	B-verb.stative	betyde	VI:----:-a:----	
4-28	?	O	?	ZQ	

#id=5
#text=Derfor kan man købe de her ydelser til en lavere pris.
5-1	Derfor	O	derfor	D-:----:--:u---	
5-2	kan	B-verb.social	kunne	VF:----:sa:----	
5-3	man	O	man	PI:#-uc:--:----	
5-4	købe	B-verb.possession|B-verb.act	købe	VI:----:-a:----	
5-5	de	O	den	PM:p-u#:--:----	
5-6	her	O	her	D-:----:--:u---	
5-7	ydelser	B-noun.quantity	ydelse	NC:piu#:--:----	
5-8	til	O	til	T-:----:--:----	
5-9	en	O	en	PI:s-uc:--:----	
5-10	lavere	B-adj.phys|B-adj.mental	lav	AC:##u#:--:c---	
5-11	pris	B-noun.quantity|B-noun.artifact	pris	NC:siuc:--:----	
5-12	.	O	.	ZP	

#id=6
#text=Kunneman forestille sig, at når den offentlige service halter på nogle af de her omsorgsområder, på nogle af de her plejeområder, på nogle af de her områder, hvor det er de allersvageste borgere, der kommer i klemme, så er det, fordi der er langt mellem det, man siger, og det, man gør?
6-1	Kunne	O	Kunne	XY:----:--:----	
6-2	man	O	man	XY:----:--:----	
6-3	forestille	O	forestille	XY:----:--:----	
6-4	sig	O	sig	XY:----:--:----	
6-5	,	O	,	XY:----:--:----	
6-6	at	O	at	XY:----:--:----	
6-7	når	O	når	XY:----:--:----	
6-8	den	O	den	XY:----:--:----	
6-9	offentlige	O	offentlige	XY:----:--:----	
6-10	service	O	service	XY:----:--:----	
6-11	halter	O	halter	XY:----:--:----	
6-12	på	O	på	XY:----:--:----	
6-13	nogle	O	nogle	XY:----:--:----	
6-14	af	O	af	XY:----:--:----	
6-15	de	O	de	XY:----:--:----	
6-16	her	O	her	XY:----:--:----	
6-17	omsorgsområder	O	omsorgsområder	XY:----:--:----	
6-18	,	O	,	XY:----:--:----	
6-19	på	O	på	XY:----:--:----	
6-20	nogle	O	nogle	XY:----:--:----	
6-21	af	O	af	XY:----:--:----	
6-22	de	O	de	XY:----:--:----	
6-23	her	O	her	XY:----:--:----	
6-24	plejeområder	O	plejeområder	XY:----:--:----	
6-25	,	O	,	XY:----:--:----	
6-26	på	O	på	XY:----:--:----	
6-27	nogle	O	nogle	XY:----:--:----	
6-28	af	O	af	XY:----:--:----	
6-29	de	O	de	XY:----:--:----	
6-30	her	O	her	XY:----:--:----	
6-31	områder	O	områder	XY:----:--:----	
6-32	,	O	,	XY:----:--:----	
6-33	hvor	O	hvor	XY:----:--:----	
6-34	det	O	det	XY:----:--:----	
6-35	er	O	er	XY:----:--:----	
6-36	de	O	de	XY:----:--:----	
6-37	allersvageste	O	allersvageste	XY:----:--:----	
6-38	borgere	O	borgere	XY:----:--:----	
6-39	,	O	,	XY:----:--:----	
6-40	der	O	der	XY:----:--:----	
6-41	kommer	O	kommer	XY:----:--:----	
6-42	i	O	i	XY:----:--:----	
6-43	klemme	O	klemme	XY:----:--:----	
6-44	,	O	,	XY:----:--:----	
6-45	så	O	så	XY:----:--:----	
6-46	er	O	er	XY:----:--:----	
6-47	det	O	det	XY:----:--:----	
6-48	,	O	,	XY:----:--:----	
6-49	fordi	O	fordi	XY:----:--:----	
6-50	der	O	der	XY:----:--:----	
6-51	er	O	er	XY:----:--:----	
6-52	langt	O	langt	XY:----:--:----	
6-53	mellem	O	mellem	XY:----:--:----	
6-54	det	O	det	XY:----:--:----	
6-55	,	O	,	XY:----:--:----	
6-56	man	O	man	XY:----:--:----	
6-57	siger	O	siger	XY:----:--:----	
6-58	,	O	,	XY:----:--:----	
6-59	og	O	og	XY:----:--:----	
6-60	det	O	det	XY:----:--:----	
6-61	,	O	,	XY:----:--:----	
6-62	man	O	man	XY:----:--:----	
6-63	gør	O	gør	XY:----:--:----	
6-64	?	O	?	XY:----:--:----	

#id=7
#text=Vihar fjernet lagerbeskatningen for unoterede aktier, fordi vi netop ved, at det er i selskaber, som ikke er noteret på en børs eller en markedsplads, men som er unoterede, at typisk iværksættere har deres investeringer.
7-1	Vi	O	vi	PP:p-nc:--:-1n-	
7-2	har	B-verb.perception|B-verb.cognition|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.TOP	have	VF:----:sa:----	
7-3	fjernet	B-verb.motion	fjerne	VT:siu#:t-:----	
7-4	lagerbeskatningen	O	lagerbeskatning	NC:sduc:--:----	
7-5	for	O	for	T-:----:--:----	
7-6	unoterede	O	unotere	VP:p#u#:t-:----	
7-7	aktier	B-noun.communication|B-noun.artifact	aktie	NC:piu#:--:----	
7-8	,	O	,	ZD	
7-9	fordi	O	fordi	CS:----:--:----	
7-10	vi	O	vi	PP:p-nc:--:-1n-	
7-11	netop	O	netop	D-:----:--:u---	
7-12	ved	O	ved	T-:----:--:----	
7-13	,	O	,	ZD	
7-14	at	O	at	CS:----:--:----	
7-15	det	O	det	PP:s-un:--:-3n-	
7-16	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
7-17	i	O	i	T-:----:--:----	
7-18	selskaber	B-noun.institution|B-noun.attribute|B-noun.person|B-noun.act	selskab	NC:piu#:--:----	
7-19	,	O	,	ZD	
7-20	som	O	som	US:----:--:----	
7-21	ikke	O	ikke	D-:----:--:u---	
7-22	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
7-23	noteret	B-verb.cognition|B-verb.communication|B-verb.act	notere	VT:siu#:t-:----	
7-24	på	O	på	T-:----:--:----	
7-25	en	O	en	PI:s-uc:--:----	
7-26	børs	B-noun.building|B-noun.artifact|B-noun.phenomenon|B-noun.institution|B-noun.cognition|B-noun.vehicle	børs	NC:siuc:--:----	
7-27	eller	O	eller	CC:----:--:----	
7-28	en	O	en	PI:s-uc:--:----	
7-29	markedsplads	B-noun.cognition|B-noun.location	markedsplads	NC:siuc:--:----	
7-30	,	O	,	ZD	
7-31	men	O	men	CC:----:--:----	
7-32	som	O	som	US:----:--:----	
7-33	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
7-34	unoterede	O	unotere	VP:p#u#:t-:----	
7-35	,	O	,	ZD	
7-36	at	O	at	CS:----:--:----	
7-37	typisk	B-adj.all	typisk	AD:----:--:p---	
7-38	iværksættere	B-noun.person	iværksætter	NC:piu#:--:----	
7-39	har	B-verb.perception|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.cognition|B-verb.TOP	have	VF:----:sa:----	
7-40	deres	O	deres	PO:#--#:--:-3np	
7-41	investeringer	B-noun.act|B-noun.artifact|B-noun.cognition	investering	NC:piu#:--:----	
7-42	.	O	.	ZP	

#id=8
#text=Hele det her spørgsmål hviler altså på den falske præmis, at regeringen ikke har gjort noget, at regeringen sidder og venter på at ramme et eller andet tal, som hr. Villy  Søvndal nu vil have oplyst.
8-1	Hele	B-adj.phys	hel	AC:sdu#:--:p---	
8-2	det	O	den	PM:s-un:--:----	
8-3	her	O	her	D-:----:--:u---	
8-4	spørgsmål	B-noun.act|B-noun.cognition	spørgsmål	NC:siun:--:----	
8-5	hviler	B-verb.stative|B-verb.act|B-verb.phenomenon	hvile	VF:----:sa:----	
8-6	altså	O	altså	--:--:u---	
8-7	på	O	på	T-:----:--:----	
8-8	den	O	den	PM:s-uc:--:----	
8-9	falske	B-adj.mental|B-adj.all	falsk	AC:sdu#:--:p---	
8-10	præmis	B-noun.attribute	præmis	NC:siuc:--:----	
8-11	,	O	,	ZD	
8-12	at	O	at	CS:----:--:----	
8-13	regeringen	B-noun.person	regering	NC:sduc:--:----	
8-14	ikke	O	ikke	D-:----:--:u---	
8-15	har	B-verb.perception|B-verb.communication|B-verb.cognition|B-verb.act|B-verb.phenomenon|B-verb.TOP	have	VF:----:sa:----	
8-16	gjort	B-verb.change|B-verb.creation|B-verb.act|B-verb.phenomenon	gøre	VT:siu#:t-:----	
8-17	noget	O	nogen	PI:s-un:--:----	
8-18	,	O	,	ZD	
8-19	at	O	at	CS:----:--:----	
8-20	regeringen	B-noun.person	regering	NC:sduc:--:----	
8-21	sidder	B-verb.stative|B-verb.act|B-verb.motion	sidde	VF:----:sa:----	
8-22	og	O	og	CC:----:--:----	
8-23	venter	B-verb.stative	vente	VF:----:sa:----	
8-24	på	O	på	T-:----:--:----	
8-25	at	O	at	UI:----:--:----	
8-26	ramme	B-verb.motion|B-verb.act	ramme	VI:----:-a:----	
8-27	et	O	en	PI:s-un:--:----	
8-28	eller	O	eller	CC:----:--:----	
8-29	andet	O	anden	PI:s-un:--:----	
8-30	tal	B-noun.communication|B-noun.quantity	tal	NC:siun:--:----	
8-31	,	O	,	ZD	
8-32	som	O	som	US:----:--:----	
8-33	hr	O	herre	NC:siuc:--:----	
8-34	.	O	.	ZP	
8-35	Villy	O	Villy	NP:siu#:--:----	
8-36	Søvndal	O	Søvndal	NP:siu#:--:----	
8-37	nu	O	nu	D-:----:--:u---	
8-38	vil	B-verb.cognition	ville	VF:----:sa:----	
8-39	have	B-verb.perception|B-verb.cognition|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.TOP	have	VI:----:-a:----	
8-40	oplyst	B-verb.change|B-verb.communication	oplyse	VT:siu#:t-:----	
8-41	.	O	.	ZP	

#id=9
#text=Såer det også blevet sagt, at skatteudgifterne ikke bør fremlægges årligt i forbindelse med finansloven.
9-1	Så	O	så	D-:----:--:u---	
9-2	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
9-3	det	O	det	PP:s-un:--:-3n-	
9-4	også	O	også	D-:----:--:u---	
9-5	blevet	B-verb.TOP|B-verb.act|B-verb.stative	blive	VT:siu#:t-:----	
9-6	sagt	B-verb.cognition|B-verb.communication|B-verb.phenomenon	sige	VT:siu#:t-:----	
9-7	,	O	,	ZD	
9-8	at	O	at	CS:----:--:----	
9-9	skatteudgifterne	O	skatteudgift	NC:pdu#:--:----	
9-10	ikke	O	ikke	D-:----:--:u---	
9-11	bør	B-verb.TOP	burde	VF:----:sa:----	
9-12	fremlægges	B-verb.motion|B-verb.communication	fremlægge	VI:----:-p:----	
9-13	årligt	B-adj.time	årlig	AD:----:--:p---	
9-14	i	O	i	T-:----:--:----	
9-15	forbindelse	B-noun.attribute|B-noun.location|B-noun.phenomenon	forbindelse	NC:siuc:--:----	
9-16	med	O	med	T-:----:--:----	
9-17	finansloven	B-noun.motive	finanslov	NC:sduc:--:----	
9-18	.	O	.	ZP	

#id=10
#text=Der er en række eksempler på, at man kunne forestille sig en masse områder, som i dag ikke bliver varetaget, men som ville komme frem i lyset.
10-1	Der	O	der	US:----:--:----	
10-2	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
10-3	en	O	en	PI:s-uc:--:----	
10-4	række	B-noun.motive|B-noun.quantity|B-noun.group|B-noun.person|B-noun.location	række	NC:siuc:--:----	
10-5	eksempler	B-noun.attribute|B-noun.person	eksempel	NC:piu#:--:----	
10-6	på	O	på	T-:----:--:----	
10-7	,	O	,	ZD	
10-8	at	O	at	CS:----:--:----	
10-9	man	O	man	PI:#-uc:--:----	
10-10	kunne	B-verb.social	kunne	VF:----:ta:----	
10-11	forestille	O	forestille	VI:----:-a:----	
10-12	sig	O	sig	PP:#-u#:--:-3y-	
10-13	en	O	en	PI:s-uc:--:----	
10-14	masse	B-noun.quantity|B-noun.substance	masse	NC:siuc:--:----	
10-15	områder	B-noun.cognition|B-noun.TOP|B-noun.location	område	NC:piu#:--:----	
10-16	,	O	,	ZD	
10-17	som	O	som	US:----:--:----	
10-18	i	O	i	T-:----:--:----	
10-19	dag	B-noun.time	dag	NC:siuc:--:----	
10-20	ikke	O	ikke	D-:----:--:u---	
10-21	bliver	B-verb.TOP|B-verb.act|B-verb.stative	blive	VF:----:sa:----	
10-22	varetaget	O	varetage	VT:siu#:t-:----	
10-23	,	O	,	ZD	
10-24	men	O	men	CC:----:--:----	
10-25	som	O	som	US:----:--:----	
10-26	ville	B-verb.cognition	ville	VF:----:ta:----	
10-27	komme	B-verb.social|B-verb.act|B-verb.communication|B-verb.motion	komme	VI:----:-a:----	
10-28	frem	O	frem	D-:----:--:u---	
10-29	i	O	i	T-:----:--:----	
10-30	lyset	B-noun.phenomenon|B-noun.artifact|B-noun.location|B-noun.feeling|B-noun.person	lys	NC:sdun:--:----	
10-31	.	O	.	ZP	

#id=11
#text=Takfor et, synes jeg, relevant spørgsmål.
11-1	Tak	B-noun.object|B-noun.act|B-noun.quantity|B-noun.body	tak	NC:siuc:--:----	
11-2	for	O	for	T-:----:--:----	
11-3	et	O	en	PI:s-un:--:----	
11-4	,	O	,	ZD	
11-5	synes	B-verb.stative|B-verb.cognition	syne	VF:----:sp:----	
11-6	jeg	O	jeg	PP:s-nc:--:-1n-	
11-7	,	O	,	ZD	
11-8	relevant	B-adj.all	relevant	AC:siu§:--:p---	
11-9	spørgsmål	B-noun.act|B-noun.cognition	spørgsmål	NC:siun:--:----	
11-10	.	O	.	ZP	

#id=12
#text=Derhar været det inde i debatten i dag, især fra Venstres ordførers side, at det her ikke har noget med miljø at gøre, for om man har et stort eller et lille landbrug kommer ud på et, med hensyn til om man kan leve op til de kravdet er myndighederne, der skal håndhæve reglerne, ikke borgeren, Bjarne L., der bliver stillet i reglerne.
12-1	Der	O	der	US:----:--:----	
12-2	har	B-verb.perception|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.cognition|B-verb.TOP	have	VF:----:sa:----	
12-3	været	B-verb.TOP|B-verb.social|B-verb.stative	være	VT:siu#:t-:----	
12-4	det	O	det	PP:s-un:--:-3n-	
12-5	inde	O	inde	D-:----:--:u---	
12-6	i	O	i	T-:----:--:----	
12-7	debatten	B-noun.act	debat	NC:sduc:--:----	
12-8	i	O	i	T-:----:--:----	
12-9	dag	B-noun.time	dag	NC:siuc:--:----	
12-10	,	O	,	ZD	
12-11	især	O	især	D-:----:--:u---	
12-12	fra	O	fra	XY:----:--:----	
12-13	Venstres	B-noun.object|B-noun.person	venstre	NC:sign:--:----	
12-14	ordførers	B-noun.person	ordfører	NC:sigc:--:----	
12-15	side	B-noun.communication|B-noun.cognition|B-noun.person|B-noun.attribute|B-noun.location|B-noun.object|B-noun.motive	side	NC:siuc:--:----	
12-16	,	O	,	ZD	
12-17	at	O	at	CS:----:--:----	
12-18	det	O	det	PP:s-un:--:-3n-	
12-19	her	O	her	D-:----:--:u---	
12-20	ikke	O	ikke	D-:----:--:u---	
12-21	har	B-verb.perception|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.cognition|B-verb.TOP	have	VF:----:sa:----	
12-22	noget	O	nogen	PI:s-un:--:----	
12-23	med	O	med	T-:----:--:----	
12-24	miljø	B-noun.attribute|B-noun.motive	miljø	NC:siun:--:----	
12-25	at	O	at	UI:----:--:----	
12-26	gøre	B-verb.change|B-verb.creation|B-verb.act|B-verb.phenomenon	gøre	VI:----:-a:----	
12-27	,	O	,	ZD	
12-28	for	O	for	CC:----:--:----	
12-29	om	O	om	CS:----:--:----	
12-30	man	O	man	PI:#-uc:--:----	
12-31	har	B-verb.perception|B-verb.communication|B-verb.cognition|B-verb.act|B-verb.phenomenon|B-verb.TOP	have	VF:----:sa:----	
12-32	et	O	en	PI:s-un:--:----	
12-33	stort	B-adj.phys	stor	AC:siun:--:p---	
12-34	eller	O	eller	CC:----:--:----	
12-35	et	O	en	PI:s-un:--:----	
12-36	lille	B-adj.phys	lille	AC:s§u§:--:p---	
12-37	landbrug	B-noun.institution|B-noun.TOP|B-noun.building	landbrug	NC:siun:--:----	
12-38	kommer	B-verb.social|B-verb.communication|B-verb.act|B-verb.motion	komme	VF:----:sa:----	
12-39	ud	O	ud	D-:----:--:u---	
12-40	på	O	på	T-:----:--:----	
12-41	et	O	en	PI:s-un:--:----	
12-42	,	O	,	ZD	
12-43	med	O	med	T-:----:--:----	
12-44	hensyn	B-noun.cognition	hensyn	NC:siun:--:----	
12-45	til	O	til	T-:----:--:----	
12-46	om	O	om	CS:----:--:----	
12-47	man	O	man	PI:#-uc:--:----	
12-48	kan	B-verb.social	kunne	VF:----:sa:----	
12-49	leve	B-verb.motion|B-verb.act|B-verb.phenomenon	leve	VI:----:-a:----	
12-50	op	O	op	D-:----:--:u---	
12-51	til	O	til	CS:----:--:----	
12-52	de	O	de	PP:p-n#:--:-3n-	
12-53	kravdet	O	kravdet	PP:s-un:--:-3n-	
12-54	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
12-55	myndighederne	B-noun.institution|B-noun.feeling|B-noun.cognition	myndighed	NC:pdu#:--:----	
12-56	,	O	,	ZD	
12-57	der	O	der	US:----:--:----	
12-58	skal	B-verb.motion|B-verb.phenomenon	skulle	VF:----:sa:----	
12-59	håndhæve	B-verb.act	håndhæve	VI:----:-a:----	
12-60	reglerne	B-noun.cognition|B-noun.TOP	regel	NC:pdu#:--:----	
12-61	,	O	,	ZD	
12-62	ikke	O	ikke	D-:----:--:u---	
12-63	borgeren	B-noun.person	borger	NC:sduc:--:----	
12-64	,	O	,	ZD	
12-65	Bjarne	O	Bjarne	NP:siu#:--:----	
12-66	L	B-noun.communication	L	NP:siu#:--:----	
12-67	.	O	.	ZP	
12-68	,	O	,	ZD	
12-69	der	O	der	US:----:--:----	
12-70	bliver	B-verb.TOP|B-verb.act|B-verb.stative	blive	VF:----:sa:----	
12-71	stillet	B-verb.change|B-verb.act|B-verb.phenomenon|B-verb.motion	stille	VT:siu#:t-:----	
12-72	i	O	i	T-:----:--:----	
12-73	reglerne	B-un.cognition|B-noun.TOP	regel	NC:pdu#:--:----	
12-74	.	O	.	ZP	

#id=13
#text=Det, der er afgørende, er, hvor indsatsen skal gøres.
13-1	Det	O	det	PP:s-un:--:-3n-	
13-2	,	O	,	ZD	
13-3	der	O	der	US:----:--:----	
13-4	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
13-5	afgørende	B-adj.all	afgørende	AC:§§u§:--:p---	
13-6	,	O	,	ZD	
13-7	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
13-8	,	O	,	ZD	
13-9	hvor	O	hvor	D-:----:--:u---	
13-10	indsatsen	B-noun.act|B-noun.artifact|B-noun.quantity	indsats	NC:sduc:--:----	
13-11	skal	B-verb.motion|B-verb.phenomenon	skulle	VF:----:sa:----	
13-12	gøres	B-verb.change|B-verb.creation|B-verb.act|B-verb.phenomenon	gøre	VI:----:-p:----	
13-13	.	O	.	ZP	

#id=14
#text=Normalter jeg også meget glad for, at hr.
14-1	Normalt	B-adj.all	normal	AD:----:--:p---	
14-2	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
14-3	jeg	O	jeg	PP:s-nc:--:-1n-	
14-4	også	O	også	D-:----:--:u---	
14-5	meget	O	megen	AD:----:--:p---	
14-6	glad	B-adj.mental|B-adj.all	glad	AC:siu§:--:p---	
14-7	for	O	for	T-:----:--:----	
14-8	,	O	,	ZD	
14-9	at	O	at	CS:----:--:----	
14-10	hr	O	herre	NC:siuc:--:----	
14-11	.	O	.	ZP	

#id=15
#text=Det eneste, man kan sige, når man ser på det _ og forberedelserne til den her sag har faktisk været store _ er, hvor meget forskning der er lavet, og det er en rigtig stor mængde.
15-1	Det	O	den	PM:s-un:--:----	
15-2	eneste	O	eneste	AC:§§u§:--:p---	
15-3	,	O	,	ZD	
15-4	man	O	man	PI:#-uc:--:----	
15-5	kan	B-b.social	kunne	VF:----:sa:----	
15-6	sige	B-verb.cognition|B-verb.communication|B-verb.phenomenon	sige	VI:----:-a:----	
15-7	,	O	,	ZD	
15-8	når	O	når	CS:----:--:----	
15-9	man	O	man	PI:#-uc:--:----	
15-10	ser	B-verb.change|B-verb.act|B-verb.emotion|B-verb.cognition|B-verb.phenomenon	se	VF:----:sa:----	
15-11	på	O	på	T-:----:--:----	
15-12	det	O	det	PP:s-un:--:-3n-	
15-13	_	O	_	NC:piu#:--:----	
15-14	og	O	og	CC:----:--:----	
15-15	forberedelserne	B-noun.act	forberedelse	NC:pdu#:--:----	
15-16	til	O	til	T-:----:--:----	
15-17	den	O	den	PP:s-uc:--:-3n-	
15-18	her	O	her	D-:----:--:u---	
15-19	sag	B-noun.communication|B-noun.attribute|B-noun.phenomenon|B-noun.cognition|B-noun.person|B-noun.act|B-noun.institution|B-noun.food	sag	NC:siuc:--:----	
15-20	har	B-verb.perception|B-verb.cognition|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.TOP	have	VF:----:sa:----	
15-21	faktisk	B-adj.phys	faktisk	AD:----:--:p---	
15-22	været	B-verb.TOP|B-verb.social|B-verb.stative	være	VT:siu#:t-:----	
15-23	store	B-adj.phys	stor	AC:p#u#:--:p---	
15-24	_	O	_	NC:piu#:--:----	
15-25	er	B-verb.TOP|B-verb.social|B-verb.stative	være	VF:----:sa:----	
15-26	,	O	,	ZD	
15-27	hvor	O	hvor	D-:----:--:u---	
15-28	meget	O	megen	AC:siu§:--:p---	
15-29	forskning	B-noun.cognition	forskning	NC:siuc:--:----	
15-30	der	O	der	US:----:--:----	
