
#id=1
#text=Colourwalk", "One Piece Red:
#text=Men jeg vil gerne høre folks mening om spillet, og om der kunne være noglen sandhed bag mine fornemelser.
66-1	Men	
66-2	jeg	
66-3	vil	
66-4	gerne	
66-5	høre	
66-6	folks	
66-7	mening	
66-8	om	
66-9	spillet	
66-10	,	
66-11	og	
66-12	om	
66-13	der	
66-14	kunne	
66-15	være	
66-16	noglen	
66-17	sandhed	
66-18	bag	
66-19	mine	
66-20	fornemelser	
66-21	.	

#id=67
#text=Deter fordi nogen ting er noget anderledes i animen, end på kort. the flame swordsman er et fusionmonster på kort (Masaki the legendary swordsman + Flame manipulator), men et normalt monster i animen.
67-1	Det	
67-2	er	
67-3	fordi	
67-4	nogen	
67-5	ting	
67-6	er	
67-7	noget	
67-8	anderledes	
67-9	i	
67-10	animen	
67-11	,	
67-12	end	
67-13	på	
67-14	kort	
67-15	.	
67-16	the	
67-17	flame	
67-18	swordsman	
67-19	er	
67-20	et	
67-21	fusionmonster	
67-22	på	
67-23	kort	
67-24	(	
67-25	Masaki	
67-26	the	
67-27	legendary	
67-28	swordsman	
67-29	+	
67-30	Flame	
67-31	manipulator	
67-32	)	
67-33	,	
67-34	men	
67-35	et	
67-36	normalt	
67-37	monster	
67-38	i	
67-39	animen	
67-40	.	

#id=68
#text=Vagabonder også fed. (Jeg har de to første bind på engelsk), men der er klart mere saft og kraft i f.eks.
68-1	Vagabond	
68-2	er	
68-3	også	
68-4	fed	
68-5	.	
68-6	(	
68-7	Jeg	
68-8	har	
68-9	de	
68-10	to	
68-11	første	
68-12	bind	
68-13	på	
68-14	engelsk	
68-15	)	
68-16	,	
68-17	men	
68-18	der	
68-19	er	
68-20	klart	
68-21	mere	
68-22	saft	
68-23	og	
68-24	kraft	
68-25	i	
68-26	f	
68-27	.	
68-28	eks	
68-29	.	

#id=69
#text=Næææ, men du vil gerne ha at man gør det.
69-1	Næææ	
69-2	,	
69-3	men	
69-4	du	
69-5	vil	
69-6	gerne	
69-7	ha	
69-8	at	
69-9	man	
69-10	gør	
69-11	det	
69-12	.	

#id=70
#text=I'mglad you like it.
70-1	I	
70-2	'	
70-3	m	
70-4	glad	
70-5	you	
70-6	like	
70-7	it	
70-8	.	

#id=71
#text=jegskal lige minde jer på af pokemon er sensureret her i danmark og efter min mening synes jeg af pokemon ældre digimon og hamtaro ka alle sesize=12:c28894b175)/size:c28894b175)
71-1	jeg	
71-2	skal	
71-3	lige	
71-4	minde	
71-5	jer	
71-6	på	
71-7	af	
71-8	pokemon	
71-9	er	
71-10	sensureret	
71-11	her	
71-12	i	
71-13	danmark	
71-14	og	
71-15	efter	
71-16	min	
71-17	mening	
71-18	synes	
71-19	jeg	
71-20	af	
71-21	pokemon	
71-22	ældre	
71-23	digimon	
71-24	og	
71-25	hamtaro	
71-26	ka	
71-27	alle	
71-28	se	
71-29	size=12	
71-30	:	
71-31	c28894b175	
71-32	)	
71-33	/	
71-34	size	
71-35	:	
